cheese,milk,country,family,type,fat_content,texture,rind,color,flavor,aroma,vegetarian,vegan
Paesanella Burrata,cow,Australia,Mozzarella,"fresh soft, artisan",Medium,"creamy, soft",washed,white,"buttery, milky, smooth","fresh, milky, rich, sweet",TRUE,FALSE
Aphrodite Goat Milk Halloumi,goat,Cyprus,Mozzarella,"semi-soft, artisan",Medium,soft,rindless,white,"lemony, tangy",strong,FALSE,FALSE
Paesanella Bocconcini,cow,Australia,Mozzarella,semi-soft,Medium,elastic,rindless,white,"creamy, salty, sweet","milky, sweet",TRUE,FALSE
Paesanella Cherry Bocconcini,cow,Australia,Mozzarella,semi-soft,Medium,elastic,rindless,white,"creamy, salty, sweet","milky, sweet",TRUE,FALSE
Shredded Bliss,cow,"Canada, United States",Mozzarella,semi-soft,Medium,"elastic, smooth, springy, stringy",plastic,pale yellow,"mild, milky","fresh, mild",TRUE,FALSE
Meredith Goat Cheese in Extra Virgin Olive Oil,goat,Australia,Mozzarella,"fresh soft, artisan",Medium,"creamy, soft",natural,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",TRUE,FALSE
Beemster 2% Milk,cow,"Canada, Denmark, France, Germany, Netherlands, United States",Mozzarella,semi-soft,Medium,smooth,natural,pale yellow,nutty,"aromatic, floral, fruity",FALSE,FALSE
Burrata,water buffalo,"Italy, United States",Mozzarella,"fresh soft, artisan",Medium,"creamy, stringy",leaf wrapped,white,"buttery, milky","fresh, milky",FALSE,FALSE
Paesanella Burrata,cow,Australia,Mozzarella,"fresh soft, artisan",Medium,"creamy, soft",natural,white,"buttery, milky, smooth","fresh, milky, rich, sweet",FALSE,FALSE
Paesanella Burrata,cow,Australia,Mozzarella,"fresh soft, artisan",Medium,"creamy, soft",natural,white,"buttery, milky, smooth","fresh, milky, rich, sweet",TRUE,FALSE
Paesanella Burrata,cow,Australia,Mozzarella,"fresh soft, artisan",Medium,"creamy, soft",washed,white,"buttery, milky, smooth","fresh, milky, rich, sweet",FALSE,FALSE
Paesanella Burrata,cow,Australia,Mozzarella,"fresh soft, artisan",Medium,"creamy, soft",bloomy,white,"buttery, milky, smooth","fresh, milky, rich, sweet",TRUE,FALSE
Beehive Fresh,cow,United States,Mozzarella,"fresh soft, artisan",Medium,"buttery, soft",washed,pale yellow,"buttery, mild","buttery, fresh, mild",TRUE,FALSE
Shredded Bliss,cow,"Canada, United States",Mozzarella,semi-soft,Medium,"elastic, smooth, springy, stringy",plastic,pale yellow,"mild, milky","fresh, mild",TRUE,FALSE
Shredded Bliss,cow,"Canada, United States",Mozzarella,semi-soft,Medium,"elastic, smooth, springy, stringy",plastic,pale yellow,"mild, milky","fresh, mild",TRUE,FALSE
Paesanella Buffalo Mozzarella,"buffalo, cow",Australia,Mozzarella,"semi-hard, artisan",Medium,"compact, crumbly",rindless,white,"mild, sweet, tangy",grassy,TRUE,FALSE
Paesanella Bocconcini,cow,Australia,Mozzarella,semi-soft,Medium,elastic,rindless,white,"creamy, salty, sweet","milky, sweet",TRUE,FALSE
Classics Fresh Mozzarella,cow,United States,Mozzarella,"soft, brined",Medium,"creamy, elastic, smooth, soft, stringy, supple",rindless,white,"acidic, mild, milky, spicy",fresh,TRUE,FALSE
Paesanella Burrata,cow,Australia,Mozzarella,"fresh soft, artisan",Medium,"creamy, soft",natural,white,"buttery, milky, smooth","fresh, milky, rich, sweet",FALSE,FALSE
Meredith Goat Cheese in Extra Virgin Olive Oil,goat,Australia,Mozzarella,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",FALSE,FALSE
Classics Fresh Mozzarella,cow,United States,Mozzarella,"soft, brined",Medium,"creamy, elastic, smooth, soft, stringy, supple",rindless,white,"acidic, mild, milky, spicy",fresh,TRUE,FALSE
Shredded Bliss,cow,"Canada, United States",Mozzarella,semi-soft,Medium,"elastic, smooth, springy, stringy",plastic,pale yellow,"mild, milky","fresh, mild",TRUE,FALSE
Amul Pizza Mozzarella Cheese,cow,India,Mozzarella,"semi-soft, processed",Medium,"elastic, stringy",artificial,yellow,salty,pleasant,TRUE,FALSE
Amul Pizza Mozzarella Cheese,cow,India,Mozzarella,"semi-soft, processed",Medium,"elastic, stringy",artificial,yellow,salty,pleasant,TRUE,FALSE
Meredith Goat Cheese in Extra Virgin Olive Oil,goat,Australia,Mozzarella,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",FALSE,FALSE
Paesanella Buffalo Mozzarella,"buffalo, cow",Australia,Mozzarella,fresh soft,Medium,"creamy, open, smooth",rindless,white,"creamy, smooth, tart","earthy, grassy, lactic",TRUE,FALSE
Shredded Bliss,cow,"Canada, United States",Mozzarella,semi-soft,Medium,"elastic, smooth, springy, stringy",plastic,pale yellow,"mild, milky","fresh, mild",TRUE,FALSE
Meredith Goat Cheese in Extra Virgin Olive Oil,goat,Australia,Mozzarella,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",FALSE,FALSE
Beehive Fresh,cow,United States,Mozzarella,"fresh soft, artisan",Medium,"buttery, soft",rindless,pale yellow,"buttery, mild","buttery, fresh, mild",TRUE,FALSE
Paesanella Cherry Bocconcini,cow,Australia,Mozzarella,semi-soft,Medium,elastic,rindless,white,"creamy, salty, sweet","milky, sweet",TRUE,FALSE
Meredith Goat Cheese in Extra Virgin Olive Oil,goat,Australia,Mozzarella,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",TRUE,FALSE
Bassigny au porto,cow,Belgium,Mozzarella,semi-soft,Medium,"crumbly, grainy",washed,yellow,"acidic, buttery",aromatic,FALSE,FALSE
Classics Fresh Mozzarella,cow,United States,Mozzarella,"soft, brined",Medium,"creamy, elastic, smooth, soft, stringy, supple",rindless,white,"acidic, mild, milky, spicy",fresh,TRUE,FALSE
Burrata,water buffalo,"Italy, United States",Mozzarella,"fresh soft, artisan",Medium,"creamy, stringy",leaf wrapped,white,"buttery, milky","fresh, milky",FALSE,FALSE
Meredith Chevre Plain,goat,Australia,Mozzarella,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"acidic, smooth","clean, fresh",TRUE,FALSE
Paesanella Buffalo Mozzarella,"buffalo, cow",Australia,Mozzarella,"firm, brined",Medium,"creamy, crumbly",rindless,white,"citrusy, strong, tangy",grassy,TRUE,FALSE
Meredith Goat Cheese in Extra Virgin Olive Oil,goat,Australia,Mozzarella,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",FALSE,FALSE
Mascares,"goat, sheep",France,Tomme,"fresh soft, artisan",High,smooth,leaf wrapped,white,"buttery, creamy, mild, nutty","earthy, floral",FALSE,FALSE
Comtomme,cow,Canada,Tomme,"semi-soft, artisan",Medium,"firm, supple",washed,golden yellow,"buttery, fruity","buttery, fruity",TRUE,FALSE
Saint Albray,cow,France,Tomme,semi-soft,High,"creamy, smooth",washed,white,"mild, sweet","buttery, mild",FALSE,FALSE
Stoney Cross,cow,"England, Great Britain, United Kingdom",Tomme,"semi-hard, artisan",High,"creamy, smooth",mold ripened,yellow,"earthy, subtle, sweet",mushroom,TRUE,FALSE
Pizy,cow,Canada,Tomme,"soft, artisan, soft-ripened",Medium,"creamy, smooth, soft",bloomy,ivory,"bitter, buttery, mild, milky, salty",mushroom,TRUE,FALSE
Milawa Goats Tomme,goat,Australia,Tomme,semi-hard,Medium,"creamy, crumbly, dense",natural,yellow,"savory, spicy",earthy,TRUE,FALSE
Saint Albray,cow,France,Tomme,semi-soft,High,"creamy, smooth",washed,brownish yellow,"mild, sweet","buttery, mild",TRUE,FALSE
Lou Pevre,goat,France,Tomme,"soft, processed",High,smooth,natural,white,acidic,goaty,FALSE,FALSE
Mascares,"goat, sheep",France,Tomme,"fresh soft, artisan",High,smooth,leaf wrapped,white,"nutty, sweet","earthy, floral",FALSE,FALSE
Perroche,goat,United Kingdom,Tomme,"fresh soft, artisan",Medium,smooth,washed,white,"lemony, mild","aromatic, fresh, herbal",TRUE,FALSE
Carmody,cow,United States,Tomme,"semi-hard, artisan",Medium,firm,natural,cream,"buttery, caramel, sweet",fresh,TRUE,FALSE
Mascares,"goat, sheep",France,Tomme,"fresh soft, artisan",High,smooth,leaf wrapped,white,"lemony, tangy","earthy, floral",FALSE,FALSE
Pizy,cow,Canada,Tomme,"soft, artisan, soft-ripened",Medium,"creamy, smooth, soft",bloomy,ivory,"bitter, buttery, mild, milky, salty",mushroom,TRUE,FALSE
Pizy,cow,Canada,Tomme,"soft, artisan, soft-ripened",Medium,"creamy, smooth, soft",bloomy,ivory,"bitter, buttery, mild, milky, salty",mushroom,TRUE,FALSE
Milawa Goats Tomme,goat,Australia,Tomme,semi-hard,Medium,"creamy, crumbly, dense",natural,yellow,"savory, spicy",earthy,TRUE,FALSE
Lou Pevre,goat,France,Tomme,"soft, processed",High,smooth,natural,white,acidic,goaty,FALSE,FALSE
Comtomme,cow,Canada,Tomme,"semi-soft, artisan",Medium,"firm, supple",washed,golden yellow,"buttery, fruity","buttery, fruity",TRUE,FALSE
Milawa Goats Tomme,goat,Australia,Tomme,semi-hard,Medium,"creamy, crumbly, dense",natural,yellow,"savory, spicy",earthy,TRUE,FALSE
Milawa Goats Tomme,goat,Australia,Tomme,semi-hard,Medium,"creamy, crumbly, dense",natural,yellow,"savory, spicy",earthy,TRUE,FALSE
Carmody,cow,United States,Tomme,"semi-hard, artisan",Medium,firm,natural,cream,"buttery, caramel, sweet",fresh,TRUE,FALSE
Maggie's Round,cow,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,blue-grey,"buttery, citrusy, nutty, sharp","earthy, fruity, herbal",TRUE,FALSE
Lou Pevre,goat,France,Tomme,"soft, processed",High,smooth,natural,white,acidic,goaty,FALSE,FALSE
Bruder Basil,cow,Germany,Tomme,"semi-soft, artisan",Medium,"creamy, open, smooth",washed,pale yellow,"mild, savory, smokey","rich, smokey",FALSE,FALSE
Milawa Goats Tomme,goat,Australia,Tomme,semi-hard,Medium,"creamy, crumbly, dense",natural,yellow,"savory, spicy",earthy,TRUE,FALSE
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,cream,"buttery, nutty",fresh,FALSE,FALSE
Saint Nectaire,cow,France,Tomme,"semi-soft, artisan",High,"creamy, smooth",washed,ivory,pungent,grassy,FALSE,FALSE
Maggie's Round,cow,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,blue-grey,"buttery, citrusy, nutty, sharp","earthy, fruity, herbal",TRUE,FALSE
Bruder Basil,cow,Germany,Tomme,"semi-soft, artisan",Medium,"creamy, open, smooth",washed,pale yellow,"mild, savory, smokey","rich, smokey",FALSE,FALSE
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,cream,"buttery, nutty","fresh, mild",FALSE,FALSE
Lou Pevre,goat,France,Tomme,"soft, processed",High,smooth,natural,white,acidic,goaty,FALSE,FALSE
Appalachian,cow,United States,Tomme,"semi-soft, artisan",Medium,firm,mold ripened,white,"buttery, lemony, mushroomy","earthy, grassy, lactic",FALSE,FALSE
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,cream,"buttery, nutty","rich, sweet",FALSE,FALSE
Perroche,goat,United Kingdom,Tomme,"fresh soft, artisan",Medium,"chewy, dense",natural,white,"lemony, mild","aromatic, fresh, herbal",TRUE,FALSE
Maggie's Round,cow,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,blue-grey,"buttery, citrusy, nutty, sharp","earthy, fruity, herbal",TRUE,FALSE
Saint Albray,cow,France,Tomme,semi-soft,High,"creamy, smooth",washed,white,"mild, sweet","buttery, mild",TRUE,FALSE
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,cream,"buttery, nutty","aromatic, buttery",FALSE,FALSE
Pelardon des Cevennes,goat,France,Tomme,"soft, soft-ripened",High,creamy,natural,white,"acidic, fruity",goaty,FALSE,FALSE
Appalachian,cow,United States,Tomme,"semi-soft, artisan",Medium,firm,mold ripened,white,"buttery, lemony, mushroomy","earthy, grassy, lactic",FALSE,FALSE
Pizy,cow,Canada,Tomme,"soft, artisan, soft-ripened",Medium,"creamy, smooth, soft",bloomy,ivory,"bitter, buttery, mild, milky, salty",mushroom,FALSE,FALSE
Pizy,cow,Canada,Tomme,"soft, artisan, soft-ripened",Medium,"creamy, smooth, soft",bloomy,ivory,"bitter, buttery, mild, milky, salty",mushroom,FALSE,FALSE
Stoney Cross,cow,"England, Great Britain, United Kingdom",Tomme,"semi-hard, artisan",High,"creamy, smooth",mold ripened,yellow,"earthy, subtle, sweet","milky, sweet",TRUE,FALSE
Perroche,goat,United Kingdom,Tomme,"fresh soft, artisan",Medium,"crumbly, dense, firm, flaky, smooth",bloomy,white,"lemony, mild","aromatic, fresh, herbal",TRUE,FALSE
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,cream,"buttery, nutty","milky, sweet",FALSE,FALSE
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,cream,"buttery, nutty","buttery, fresh",FALSE,FALSE
Stoney Cross,cow,"England, Great Britain, United Kingdom",Tomme,"semi-hard, artisan",High,"creamy, smooth",mold ripened,yellow,"earthy, subtle, sweet",woody,TRUE,FALSE
Saint Nectaire,cow,France,Tomme,"semi-soft, artisan",High,"creamy, smooth",washed,ivory,pungent,grassy,FALSE,FALSE
Saint Nectaire,cow,France,Tomme,"semi-soft, artisan",High,"creamy, smooth",washed,ivory,pungent,grassy,FALSE,FALSE
Stoney Cross,cow,"England, Great Britain, United Kingdom",Tomme,"semi-hard, artisan",High,"creamy, smooth",mold ripened,yellow,"earthy, subtle, sweet",mild,TRUE,FALSE
Saint Nectaire,cow,France,Tomme,"semi-soft, artisan",High,"creamy, smooth",washed,ivory,pungent,grassy,FALSE,FALSE
Carmody,cow,United States,Tomme,"semi-hard, artisan",Medium,firm,natural,cream,"buttery, caramel, sweet",fresh,TRUE,FALSE
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,cream,"buttery, nutty",mushroom,FALSE,FALSE
Mascares,"goat, sheep",France,Tomme,"fresh soft, artisan",High,smooth,leaf wrapped,white,"creamy, salty, sweet","earthy, floral",FALSE,FALSE
Comtomme,cow,Canada,Tomme,"semi-soft, artisan",Medium,"firm, supple",washed,golden yellow,"buttery, fruity","buttery, fruity",TRUE,FALSE
Pelardon des Cevennes,goat,France,Tomme,"soft, soft-ripened",High,creamy,natural,white,"acidic, fruity",goaty,FALSE,FALSE
Carmody,cow,United States,Tomme,"semi-hard, artisan",Medium,firm,natural,cream,"buttery, caramel, sweet",fresh,TRUE,FALSE
Lou Pevre,goat,France,Tomme,"soft, processed",High,smooth,natural,white,acidic,goaty,FALSE,FALSE
Carmody,cow,United States,Tomme,"semi-hard, artisan",Medium,firm,natural,cream,"buttery, caramel, sweet",fresh,TRUE,FALSE
Mascares,"goat, sheep",France,Tomme,"fresh soft, artisan",High,smooth,leaf wrapped,white,buttery,"earthy, floral",FALSE,FALSE
Lou Pevre,goat,France,Tomme,"soft, processed",High,smooth,natural,white,acidic,goaty,FALSE,FALSE
Pelardon des Cevennes,goat,France,Tomme,"soft, soft-ripened",High,creamy,natural,white,"acidic, fruity",goaty,FALSE,FALSE
Mascares,"goat, sheep",France,Tomme,"fresh soft, artisan",High,smooth,leaf wrapped,white,"fruity, spicy","earthy, floral",FALSE,FALSE
Bruder Basil,cow,Germany,Tomme,"semi-soft, artisan",Medium,"creamy, open, smooth",washed,pale yellow,"mild, savory, smokey","rich, smokey",FALSE,FALSE
Comtomme,cow,Canada,Tomme,"semi-soft, artisan",Medium,"firm, supple",washed,golden yellow,"buttery, fruity","buttery, fruity",FALSE,FALSE
Pelardon des Cevennes,goat,France,Tomme,"soft, soft-ripened",High,creamy,natural,white,"acidic, fruity",goaty,FALSE,FALSE
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,cream,"buttery, nutty","floral, goaty, herbal",FALSE,FALSE
Saint Nectaire,cow,France,Tomme,"semi-soft, artisan",High,"creamy, smooth",washed,ivory,pungent,grassy,FALSE,FALSE
Bruder Basil,cow,Germany,Tomme,"semi-soft, artisan",Medium,"creamy, open, smooth",washed,pale yellow,"mild, savory, smokey","rich, smokey",FALSE,FALSE
Perroche,goat,United Kingdom,Tomme,"fresh soft, artisan",Medium,"creamy, soft",natural,white,"lemony, mild","aromatic, fresh, herbal",TRUE,FALSE
Pelardon des Cevennes,goat,France,Tomme,"soft, soft-ripened",High,creamy,natural,white,"acidic, fruity",goaty,FALSE,FALSE
Perroche,goat,United Kingdom,Tomme,"fresh soft, artisan",Medium,"creamy, open",natural,white,"lemony, mild","aromatic, fresh, herbal",TRUE,FALSE
Lou Pevre,goat,France,Tomme,"soft, processed",High,smooth,natural,white,acidic,goaty,FALSE,FALSE
Bruder Basil,cow,Germany,Tomme,"semi-soft, artisan",Medium,"creamy, open, smooth",washed,pale yellow,"mild, savory, smokey","rich, smokey",FALSE,FALSE
Comtomme,cow,Canada,Tomme,"semi-soft, artisan",Medium,"firm, supple",washed,golden yellow,"buttery, fruity","buttery, fruity",FALSE,FALSE
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,cream,"buttery, nutty","aromatic, sweet",FALSE,FALSE
Stoney Cross,cow,"England, Great Britain, United Kingdom",Tomme,"semi-hard, artisan",High,"creamy, smooth",mold ripened,yellow,"earthy, subtle, sweet",strong,TRUE,FALSE
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,cream,"buttery, nutty","floral, fresh, goaty, grassy",FALSE,FALSE
Mascares,"goat, sheep",France,Tomme,"fresh soft, artisan",High,smooth,leaf wrapped,white,"buttery, caramel, creamy, savory, spicy, sweet","earthy, floral",FALSE,FALSE
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,cream,"buttery, nutty",aromatic,FALSE,FALSE
Saint Albray,cow,France,Tomme,semi-soft,High,"creamy, smooth",washed,white,"mild, sweet","buttery, mild",FALSE,FALSE
Milawa Goats Tomme,goat,Australia,Tomme,semi-hard,Medium,"creamy, crumbly, dense",natural,yellow,"savory, spicy",earthy,TRUE,FALSE
Stoney Cross,cow,"England, Great Britain, United Kingdom",Tomme,"semi-hard, artisan",High,"creamy, smooth",mold ripened,yellow,"earthy, subtle, sweet","aromatic, rich",TRUE,FALSE
Carmody,cow,United States,Tomme,"semi-hard, artisan",Medium,firm,natural,cream,"buttery, caramel, sweet",fresh,TRUE,FALSE
Saint Nectaire,cow,France,Tomme,"semi-soft, artisan",High,"creamy, smooth",washed,ivory,pungent,grassy,FALSE,FALSE
Appalachian,cow,United States,Tomme,"semi-soft, artisan",Medium,firm,mold ripened,white,"buttery, lemony, mushroomy","earthy, grassy, lactic",TRUE,FALSE
Comtomme,cow,Canada,Tomme,"semi-soft, artisan",Medium,"firm, supple",washed,golden yellow,"buttery, fruity","buttery, fruity",FALSE,FALSE
Bruder Basil,cow,Germany,Tomme,"semi-soft, artisan",Medium,"creamy, open, smooth",washed,pale yellow,"mild, savory, smokey","rich, smokey",FALSE,FALSE
Milawa Goats Tomme,goat,Australia,Tomme,semi-hard,Medium,"creamy, crumbly, dense",natural,yellow,"savory, spicy",earthy,TRUE,FALSE
Comtomme,cow,Canada,Tomme,"semi-soft, artisan",Medium,"firm, supple",washed,golden yellow,"buttery, fruity","buttery, fruity",FALSE,FALSE
Bruder Basil,cow,Germany,Tomme,"semi-soft, artisan",Medium,"creamy, open, smooth",washed,pale yellow,"mild, savory, smokey","rich, smokey",FALSE,FALSE
Saint Nectaire,cow,France,Tomme,"semi-soft, artisan",High,"creamy, smooth",washed,ivory,pungent,grassy,FALSE,FALSE
Maggie's Round,cow,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,blue-grey,"buttery, citrusy, nutty, sharp","earthy, fruity, herbal",TRUE,FALSE
Maggie's Round,cow,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,blue-grey,"buttery, citrusy, nutty, sharp","earthy, fruity, herbal",TRUE,FALSE
Perroche,goat,United Kingdom,Tomme,"fresh soft, artisan",Medium,"dense, firm",artificial,white,"lemony, mild","aromatic, fresh, herbal",TRUE,FALSE
Comtomme,cow,Canada,Tomme,"semi-soft, artisan",Medium,"firm, supple",washed,golden yellow,"buttery, fruity","buttery, fruity",FALSE,FALSE
